xmin,ymin,xmax,ymax,label,image_path,annotator
2098.0,3714.0,2179.0,3781.0,FalsePositive,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
2098.0,3714.0,2179.0,3781.0,Bucephala albeola,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
4470.999999999999,2338.0,4510.999999999999,2380.0,FalsePositive,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
4470.999999999999,2338.0,4510.999999999999,2380.0,Leucophaeus atricilla,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
3799.0000000000005,3329.9999999999995,3840.0000000000005,3365.0,FalsePositive,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
3799.0000000000005,3329.9999999999995,3840.0000000000005,3365.0,Leucophaeus atricilla,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
2711.0,2699.0,2779.0,2751.0,FalsePositive,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
2711.0,2699.0,2779.0,2751.0,Leucophaeus atricilla,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
5513.0,1199.0,5547.0,1230.0000000000002,FalsePositive,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
5513.0,1199.0,5547.0,1230.0000000000002,Larus argentatus,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
6017.0,3000.0,6044.0,3040.0,FalsePositive,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
6017.0,3000.0,6044.0,3040.0,Leucophaeus atricilla,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
2952.0,3237.0,2986.0,3269.0,FalsePositive,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
2952.0,3237.0,2986.0,3269.0,Bucephala albeola,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
1956.0,1402.0,1988.0,1420.0000000000002,FalsePositive,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
1956.0,1402.0,1988.0,1420.0000000000002,Leucophaeus atricilla,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
1067.0000000000002,1220.0,1096.0,1249.0,FalsePositive,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
1067.0000000000002,1220.0,1096.0,1249.0,Bucephala albeola,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
4811.0,4159.0,4846.0,4189.0,FalsePositive,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
4811.0,4159.0,4846.0,4189.0,Leucophaeus atricilla,C1_L1_F867_T20241219_170920_513.jpg," benweinstein2010@gmail.com, 2"
890.0000000000001,2881.0,929.0,2918.9999999999995,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
890.0000000000001,2881.0,929.0,2918.9999999999995,Leucophaeus atricilla,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
2361.0,1512.0,2414.0,1570.0,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
2361.0,1512.0,2414.0,1570.0,Leucophaeus atricilla,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
4420.999999999999,3828.0,4473.999999999999,3851.0,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
4420.999999999999,3828.0,4473.999999999999,3851.0,Larus argentatus,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
387.6271468549332,2669.508587419733,435.62714685493313,2695.5085874197334,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
387.6271468549332,2669.508587419733,435.62714685493313,2695.5085874197334,Leucophaeus atricilla,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
2325.0,3225.0000000000005,2396.0,3254.0,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
2325.0,3225.0000000000005,2396.0,3254.0,Leucophaeus atricilla,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
1189.0,2941.0000000000005,1236.0,2988.0,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
1189.0,2941.0000000000005,1236.0,2988.0,Leucophaeus atricilla,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
661.0,3464.9999999999995,705.0,3530.999999999999,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
661.0,3464.9999999999995,705.0,3530.999999999999,Larus argentatus,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
1617.0,722.0,1670.9999999999998,765.0000000000001,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
1617.0,722.0,1670.9999999999998,765.0000000000001,Bucephala albeola,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
3496.0000000000005,3329.9999999999995,3543.0,3363.9999999999995,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
3496.0000000000005,3329.9999999999995,3543.0,3363.9999999999995,Leucophaeus atricilla,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
2489.0000000000005,4160.999999999999,2513.0000000000005,4201.999999999999,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
2489.0000000000005,4160.999999999999,2513.0000000000005,4201.999999999999,Larus argentatus,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
2877.0,50.0,2912.0,104.0,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
2877.0,50.0,2912.0,104.0,Bucephala albeola,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
1448.0,2497.0000000000005,1490.0,2523.0000000000005,FalsePositive,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
1448.0,2497.0000000000005,1490.0,2523.0000000000005,Leucophaeus atricilla,C1_L1_F780_T20241219_170807_935.jpg," benweinstein2010@gmail.com, 2"
