image_path,xmin,ymin,xmax,ymax,label,annotator
C6_L1_F329_T20241219_170152_198.jpg,0.0,0.0,0.0,0.0,0," sanacleto@ufl.edu, 24"
C4_L1_F895_T20241219_170943_755.jpg,3685.0000000000005,3357.0,3722.0000000000005,3412.0,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F895_T20241219_170943_755.jpg,1760.0000000000002,2582.0,1805.0,2629.9999999999995,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F895_T20241219_170943_755.jpg,5108.0,31.0,5131.0,71.0,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F895_T20241219_170943_755.jpg,5839.0,321.0,5865.0,334.99999999999994,FalsePositive," sanacleto@ufl.edu, 24"
C5_L1_F248_T20241219_170044_528.jpg,6412.0,3431.0000000000005,6434.000000000001,3449.0000000000005,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F1705_T20241219_172059_475.jpg,4864.0,973.0,4914.0,999.0,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F1705_T20241219_172059_475.jpg,3097.0000000000005,1417.0,3125.0000000000005,1448.0,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F1705_T20241219_172059_475.jpg,4568.000000000001,1007.0,4599.0,1039.0,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F1705_T20241219_172059_475.jpg,834.0,3309.0,860.0,3336.0,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F1705_T20241219_172059_475.jpg,4070.9999999999995,1782.9999999999998,4097.0,1800.9999999999998,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F1705_T20241219_172059_475.jpg,3911.0000000000005,3773.9999999999995,3944.0000000000005,3801.9999999999995,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F1705_T20241219_172059_475.jpg,5945.0,3682.0,5977.0,3717.0,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F1705_T20241219_172059_475.jpg,4745.0,2192.0,4793.0,2221.0,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F1705_T20241219_172059_475.jpg,5972.0,3524.0,5986.0,3559.0000000000005,FalsePositive," sanacleto@ufl.edu, 24"
C4_L1_F1705_T20241219_172059_475.jpg,5281.000000000001,2186.0,5323.000000000001,2223.0,FalsePositive," sanacleto@ufl.edu, 24"
