xmin,ymin,xmax,ymax,label,image_path,annotator,flight_name
5774.999999999999,1422.0,5875.999999999999,1493.0,Phalacrocorax auritus,C2_L3_F91_T20230616_125902_121.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
5157.0,368.0,5261.0,428.0,Larus argentatus,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1684.0,4412.0,1738.0,4433.0,Larus argentatus,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1086.0,2314.0,1188.0,2380.0,FalsePositive,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2292.0,814.0,2333.9999999999995,842.9999999999999,Larus argentatus,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2377.0,4000.0,2410.9999999999995,4027.0,Larus argentatus,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
5252.0,4000.0,5285.0,4029.0,Larus argentatus,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
4438.0,238.0,4459.0,280.0,Bucephala albeola,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
3851.0,1394.0,3893.0,1412.0,Larus argentatus,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
5706.695493459539,1399.1159510812856,5757.84242091652,1448.6129776525577,Larus argentatus,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
5271.121659632347,4553.726444557015,5345.367199489254,4626.322083528213,Larus argentatus,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
3015.7071488680567,2888.97645087657,3070.153878096456,2968.171693390605,Larus argentatus,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1562.1444685583724,2241.8567988082614,1629.7904048724442,2311.1526360080416,Larus argentatus,C3_L14_F2591_T20230616_141659_168.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2641.0000000000005,4376.0,2730.0000000000005,4539.0,Tursiops truncatus,C2_L9_F1661_T20230616_135747_699.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2630.0,1403.0,2763.0,1496.0,Halichoerus grypus,C6_L9_F1761_T20230616_135904_918.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
5319.999999999999,4125.0,5458.999999999999,4235.0,FalsePositive,C1_L18_F4288_T20230616_144409_746.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
3363.9999999999995,2000.9999999999995,3389.9999999999995,2056.9999999999995,FalsePositive,C6_L8_F917_T20230616_134734_793.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1162.0,3901.9999999999995,1298.0,3997.9999999999995,FalsePositive,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2150.100594685746,4299.249504428544,2188.100594685746,4334.249504428544,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
3124.600607324855,2289.703924493824,3197.196246296054,2365.599365236441,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2230.354327270543,1321.5706094529596,2281.501254727524,1390.8664466527405,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1753.5329713006238,1862.7380999655327,1816.2292049575685,1945.233144250985,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2352.446992813014,2225.716294821526,2410.1935238128317,2298.311933792725,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2448.14124418414,2610.1432011917373,2504.2378742982473,2674.4893357343917,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2050.5151307282554,3558.8362104744497,2142.9095803279624,3634.7316512170664,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1959.7705820142567,4241.536672287646,2012.5674103569472,4310.832509487426,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1766.7321783862965,4601.215065372221,1883.87514127164,4720.007929143275,Laridae,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1169.4680577596152,3959.4036208313955,1270.1120117878684,4076.546583716739,Laridae,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1433.4521994730655,4134.293114716557,1499.4482349014281,4215.138258116302,Laridae,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1580.2933783011722,4447.7742830012785,1671.0379270151707,4515.42021931535,Laridae,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1539.0458561584453,4614.414272457894,1644.6395128438255,4759.605550400292,Laridae,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
669.5480893897692,3548.5783002898393,732.2443230467134,3631.073344575292,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
700.8962062182413,3551.8781020612573,748.7433319038042,3599.72522774682,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
723.9948186181684,3259.845645290753,771.8419443037312,3314.292374519153,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
674.4977920468965,2609.784696321383,732.2443230467138,2680.7304344068725,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1369.1060649304122,2741.7767671781075,1454.9009109872836,2784.6741902065432,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
737.194025703841,2454.694013064731,798.2403584750763,2519.0401476073844,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
455.06097424759116,1996.021566837611,512.8075052474084,2071.917007580228,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1440.051803015902,905.4370813839201,1510.9975411013916,979.6826212408278,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
956.9425137112567,851.3488570258767,1008.0894411682375,900.8458835971486,Larus,C1_L11_F2277_T20230616_140941_762.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
893.0,1473.0,949.0,1508.0,Larus argentatus,C7_L3_F99_T20230616_125908_496.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1387.0,4393.0,1446.0,4432.0,Larus delawarensis/argentatus,C7_L3_F99_T20230616_125908_496.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
5923.0,1369.0,5954.0,1403.0,Larus argentatus,C7_L3_F99_T20230616_125908_496.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
5908.0,1552.0,5946.0,1582.0,Larus argentatus,C7_L3_F99_T20230616_125908_496.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
5595.0,1702.0,5626.0,1735.0,Larus argentatus,C7_L3_F99_T20230616_125908_496.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2910.0,701.9999999999999,2946.0,735.0,Larus argentatus,C7_L3_F99_T20230616_125908_496.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1496.0,2252.0,1544.0,2286.0,FalsePositive,C7_L3_F99_T20230616_125908_496.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
2028.0,3226.0,2057.0,3258.0,FalsePositive,C7_L3_F99_T20230616_125908_496.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
1079.0000000000002,1359.0,1130.0,1390.0000000000002,Larus argentatus,C7_L3_F99_T20230616_125908_496.jpg,"Brier Klossing b.klossing@ufl.edu, 20",2023_June16c
