image_path,xmin,ymin,xmax,ymax,label,annotator,flight_name
C2_L1_F1837_T20210511_094644_344.JPG,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C5_L2_F6689_T20210511_102431_117.JPG,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L2_F6584_T20210511_102342_954.JPG,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C2_L1_F4110_T20210511_100358_212.JPG,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C2_L1_F1637_T20210511_094513_376.JPG,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C3_L1_F3454_T20210511_095859_931.JPG,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C5_L1_F550_T20210511_093659_259.JPG,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L1_F2076_T20210511_094832_948.JPG,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C4_L1_F995_T20210511_094021_067.JPG,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C3_L1_F1977_T20210511_094748_123.JPG,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L1_F5406_T20210511_101347_597.JPG,5412.563162834496,1037.9376481006107,5480.059108158958,1123.4325121782622,Mergus serrator,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L1_F5406_T20210511_101347_597.JPG,5865.53595145644,1618.4027778909815,5991.5283827287685,1771.3935872930947,Mergus serrator,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L1_F5406_T20210511_101347_597.JPG,5766.541898313897,2053.376647759734,5844.537212911052,2123.8724128763943,Mergus serrator,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L1_F5406_T20210511_101347_597.JPG,5558.054422756115,3025.3182604319827,5655.54856600256,3088.3144760681466,Mergus serrator,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L1_F5406_T20210511_101347_597.JPG,5918.03279781991,3641.781227728733,6005.027571793662,3718.276632429789,Mergus serrator,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L1_F5406_T20210511_101347_597.JPG,5538.555594106826,3691.2782543000053,5598.551989950791,3746.7749204556735,Mergus serrator,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L1_F5406_T20210511_101347_597.JPG,4800.599925226044,3328.300059444012,4851.596861693416,3409.2951938333663,Mergus serrator,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L1_F5406_T20210511_101347_597.JPG,5778.54117748269,4124.543700391911,5855.036582183746,4183.040186339778,Mergus serrator,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
C1_L1_F5406_T20210511_101347_597.JPG,5682.546944132344,4453.023967637626,5756.042529041202,4517.520093169889,Mergus serrator,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May11_085700
