xmin,ymin,xmax,ymax,label,image_path,annotator,flight_name
1053.9999999999998,4626.0,1098.9999999999998,4647.0,FalsePositive,C3_L3_F4317_T20210515_113143_561.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
1483.0000000000002,4731.0,1525.0000000000002,4764.0,FalsePositive,C3_L3_F4317_T20210515_113143_561.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
243.0,3121.0,308.0,3220.0000000000005,FalsePositive,C6_L3_F4746_T20210515_113814_110.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
741.9999999999999,3846.0,775.0,3878.9999999999995,FalsePositive,C3_L3_F4270_T20210515_113100_818.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
2573.0,4473.0,2623.0,4500.0,FalsePositive,C3_L3_F4270_T20210515_113100_818.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
4560.0,268.0,4687.0,340.0,FalsePositive,C5_L1_F833_T20210515_103123_102.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
5225.000000000001,2435.0,5264.0,2471.0,FalsePositive,C5_L1_F833_T20210515_103123_102.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
4649.0,1664.9999999999998,4704.0,1694.9999999999998,FalsePositive,C6_L2_F3817_T20210515_112011_404.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
4692.0,4205.0,4726.0,4240.0,FalsePositive,C1_L3_F4306_T20210515_113133_353.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
4093.0,4153.0,4141.0,4184.0,FalsePositive,C3_L3_F3945_T20210515_112605_175.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
640.9999999999999,2283.0,675.0,2316.0,FalsePositive,C5_L2_F3380_T20210515_111333_787.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
4630.0,612.0,4674.0,629.0,FalsePositive,C5_L2_F3380_T20210515_111333_787.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
6321.0,4284.0,6353.0,4320.0,FalsePositive,C3_L2_F3201_T20210515_111050_763.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
5168.999999999999,1758.0,5225.999999999999,1793.0,FalsePositive,C5_L3_F4390_T20210515_113250_164.JPG,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2021_May15_101800
