image_path,xmin,ymin,xmax,ymax,label,annotator,flight_name
C5_L10_F3808_T20240214_162611_761.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Feb29a
C7_L4_F1985_T20240214_155659_500.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Feb29a
C6_L11_F4371_T20240214_163457_371.jpg,2476.2323340912535,1381.2182218684009,2508.874743536368,1425.433849207693,Larus,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Feb29a
C7_L10_F3363_T20240214_162000_614.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Feb29a
C2_L17_F6312_T20240214_170829_496.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Feb29a
C6_L13_F4914_T20240214_164539_500.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Feb29a
C2_L9_F2896_T20240214_161240_748.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Feb29a
C6_L17_F6421_T20240214_171000_810.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Feb29a
C3_L3_F1284_T20240214_154547_641.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Feb29a
C5_L5_F2362_T20240214_160258_091.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Feb29a
