image_path,xmin,ymin,xmax,ymax,label,annotator
C3_L3_F2077_T20240127_144121_010.jpg,0.0,0.0,0.0,0.0,0," sanacleto@ufl.edu, 24"
C2_L3_F2199_T20240127_144254_932.jpg,2453.0,2417.0,2510.0,2446.0,FalsePositive," sanacleto@ufl.edu, 24"
C2_L3_F2199_T20240127_144254_932.jpg,257.0,2022.9999999999998,307.0,2071.9999999999995,FalsePositive," sanacleto@ufl.edu, 24"
C7_L2_F1200_T20240127_142236_098.jpg,2661.0,1458.0,2679.0,1495.0,FalsePositive," sanacleto@ufl.edu, 24"
C2_L2_F904_T20240127_141847_926.jpg,5981.0,3543.0000000000005,5998.000000000001,3580.0000000000005,FalsePositive," sanacleto@ufl.edu, 24"
C2_L3_F2101_T20240127_144139_448.jpg,5752.0,2331.0,5775.0,2377.0,FalsePositive," sanacleto@ufl.edu, 24"
C2_L3_F2101_T20240127_144139_448.jpg,4632.0,3164.9999999999995,4665.0,3182.0,FalsePositive," sanacleto@ufl.edu, 24"
C7_L4_F4858_T20240127_152039_323.jpg,879.0,2004.0,897.9999999999999,2041.0,FalsePositive," sanacleto@ufl.edu, 24"
C7_L4_F4858_T20240127_152039_323.jpg,830.0,1895.0,863.0,1928.0,FalsePositive," sanacleto@ufl.edu, 24"
C1_L2_F1178_T20240127_142218_879.jpg,6409.0,3168.0,6442.000000000001,3198.0,FalsePositive," sanacleto@ufl.edu, 24"
C1_L2_F1178_T20240127_142218_879.jpg,5676.999999999999,2315.0,5732.999999999999,2414.0,FalsePositive," sanacleto@ufl.edu, 24"
C7_L3_F2539_T20240127_144716_963.jpg,1341.0,2907.0,1388.0,3000.0,FalsePositive," sanacleto@ufl.edu, 24"
C7_L3_F2539_T20240127_144716_963.jpg,5457.0,800.0,5521.0,1000.0,FalsePositive," sanacleto@ufl.edu, 24"
C7_L3_F2539_T20240127_144716_963.jpg,3302.0000000000005,1403.0,3390.0000000000005,1607.0,FalsePositive," sanacleto@ufl.edu, 24"
C4_L3_F2610_T20240127_144811_244.jpg,775.0,4043.9999999999995,810.0,4074.0,FalsePositive," sanacleto@ufl.edu, 24"
C2_L3_F2368_T20240127_144505_073.jpg,139.0,2140.0,172.0,2175.0,FalsePositive," sanacleto@ufl.edu, 24"
C2_L3_F2368_T20240127_144505_073.jpg,1986.0000000000002,1630.0,2000.0,1676.0,FalsePositive," sanacleto@ufl.edu, 24"
C2_L3_F2368_T20240127_144505_073.jpg,1611.0000000000002,4287.0,1648.0000000000005,4318.0,FalsePositive," sanacleto@ufl.edu, 24"
C2_L3_F2368_T20240127_144505_073.jpg,4099.0,964.0,4128.0,999.0,FalsePositive," sanacleto@ufl.edu, 24"
C2_L3_F2368_T20240127_144505_073.jpg,5003.0,3978.0,5016.0,4000.0,FalsePositive," sanacleto@ufl.edu, 24"
C2_L3_F2368_T20240127_144505_073.jpg,2000.0,1636.0,2008.0,1668.0,FalsePositive," sanacleto@ufl.edu, 24"
C5_L6_F6598_T20240127_154548_166.jpg,5982.000000000001,1611.0000000000002,6008.0,1657.0000000000002,FalsePositive," sanacleto@ufl.edu, 24"
C5_L6_F6598_T20240127_154548_166.jpg,5713.0,2356.0,5747.0,2395.0,FalsePositive," sanacleto@ufl.edu, 24"
C5_L6_F6598_T20240127_154548_166.jpg,4671.0,920.0,4701.0,952.0,FalsePositive," sanacleto@ufl.edu, 24"
C1_L6_F6664_T20240127_154638_823.jpg,3541.0,493.0,3558.0000000000005,532.0,FalsePositive," sanacleto@ufl.edu, 24"
C1_L6_F6664_T20240127_154638_823.jpg,5993.0,2898.0,6032.0,2917.9999999999995,FalsePositive," sanacleto@ufl.edu, 24"
C1_L3_F2148_T20240127_144215_588.jpg,2132.9999999999995,1590.0,2164.9999999999995,1632.0,FalsePositive," sanacleto@ufl.edu, 24"
C1_L3_F2148_T20240127_144215_588.jpg,4723.000000000001,1603.9999999999998,4759.0,1633.9999999999998,FalsePositive," sanacleto@ufl.edu, 24"
C6_L6_F6331_T20240127_154222_635.jpg,2894.0,13.0,2923.0,46.0,FalsePositive," sanacleto@ufl.edu, 24"
