image_path,xmin,ymin,xmax,ymax,label,annotator
C4_L10_F5693_T20241220_124417_929.jpg,0,0,0,0,0,"Brier Klossing b.klossing@ufl.edu, 20"
C1_L6_F4040_T20241220_121708_961.jpg,0,0,0,0,0,"Brier Klossing b.klossing@ufl.edu, 20"
C2_L1_F1063_T20241220_113012_540.jpg,0,0,0,0,0,"Brier Klossing b.klossing@ufl.edu, 20"
C5_L6_F4277_T20241220_122027_054.jpg,0,0,0,0,0,"Brier Klossing b.klossing@ufl.edu, 20"
C6_L7_F4538_T20241220_122449_343.jpg,0,0,0,0,0,"Brier Klossing b.klossing@ufl.edu, 20"
C7_L1_F291_T20241220_111929_032.jpg,0,0,0,0,0,"Brier Klossing b.klossing@ufl.edu, 20"
C3_L6_F3355_T20241220_120737_723.jpg,0,0,0,0,0,"Brier Klossing b.klossing@ufl.edu, 20"
C6_L6_F3464_T20241220_120908_948.jpg,0,0,0,0,0,"Brier Klossing b.klossing@ufl.edu, 20"
C3_L2_F2240_T20241220_114941_730.jpg,0,0,0,0,0,"Brier Klossing b.klossing@ufl.edu, 20"
C6_L6_F4079_T20241220_121741_985.jpg,0,0,0,0,0,"Brier Klossing b.klossing@ufl.edu, 20"
