xmin,ymin,xmax,ymax,label,image_path,annotator,flight_name
2417.0,659.0,2465.0,683.0,Larus argentatus,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
1436.0,4539.0,1491.0,4602.0,Leucophaeus atricilla,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
722.0,4569.0,780.0,4597.0,Anatidae,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
3642.9999999999995,1899.0,3683.0,1925.0,Larus argentatus,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
3960.0,2267.9999999999995,3995.9999999999995,2299.0,Larus argentatus,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
3755.0,1847.0,3785.0,1879.9999999999998,Larus argentatus,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
3434.0,1858.0,3468.0,1886.0,Larus argentatus,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
153.0,1394.0,189.0,1419.9999999999998,Larus delawarensis/argentatus,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
4064.0,3049.0,4106.0,3068.9999999999995,Larus argentatus,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
3934.611615689641,1981.3030114444043,3974.565502683608,2012.0367706705324,Leucophaeus atricilla,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
4007.3481791914783,2009.9878533887909,4051.3999007489288,2043.794988537532,Leucophaeus atricilla,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
4058.571111235026,2014.0856879522742,4097.500539588121,2048.917281741886,Leucophaeus atricilla,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
3929.4893224852863,2030.4770262062098,3963.2964576340273,2065.3086199958216,Leucophaeus atricilla,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
3956.125247147931,2054.0395749462414,3986.859006374059,2083.748875531499,Leucophaeus atricilla,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
3962.2719989931566,2089.8956273767244,3995.0546755010264,2120.6293866028527,Leucophaeus atricilla,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
4025.7884347271556,2075.553206404531,4069.8401562846057,2104.238048348918,Leucophaeus atricilla,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
3928.464863844416,2115.507093398498,3967.3942921975113,2149.314228547239,Leucophaeus atricilla,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
4039.106397058478,2122.6783038845947,4072.913532207219,2156.4854390333358,Leucophaeus atricilla,C6_L1_F74_T20230424_145048_356.JPG,"Brier Klossing b.klossing@ufl.edu, 20",SE_JPG_2023_April24_NC
