image_path,xmin,ymin,xmax,ymax,label,annotator
C2_L2_F806_T20240127_133958_646.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20"
C7_L3_F3175_T20240127_145526_713.jpg,5350.474290731648,1465.4228721949364,5418.474290731647,1564.4228721949362,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C2_L3_F3134_T20240127_145454_932.jpg,5250.6361082147105,1610.0916753558724,5305.6361082147105,1679.0916753558724,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C7_L6_F6561_T20240127_154519_776.jpg,4580.365477475209,2285.1116684652943,4644.365477475209,2348.1116684652943,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C7_L6_F6561_T20240127_154519_776.jpg,4821.015236039665,2576.0000000000014,4869.015236039665,2610.000000000001,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C7_L6_F6561_T20240127_154519_776.jpg,5013.879636217517,2883.7936523949834,5080.367002010042,2951.407922692465,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C3_L6_F6766_T20240127_154757_448.jpg,6260.233300168894,1074.0799602026657,6324.233300168894,1135.0799602026657,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C3_L6_F6766_T20240127_154757_448.jpg,3064.6179783647094,3450.2345806101275,3116.663195931807,3506.3277595435547,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C1_L2_F1616_T20240127_142756_160.jpg,1145.3002809638201,3189.7988761447186,1169.3002809638201,3242.798876144719,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C5_L6_F6655_T20240127_154632_104.jpg,2141.7249739323815,101.63610821470898,2199.724973932381,154.63610821470897,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C3_L2_F1674_T20240127_142840_926.jpg,1185.1565603903794,2541.626241561521,1224.1565603903791,2593.6262415615206,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C6_L2_F572_T20240127_133658_662.jpg,5476.955835033371,2653.477917516686,5537.955835033371,2712.477917516686,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C4_L2_F1082_T20240127_134331_794.jpg,3503.6868792192413,4289.421719804808,3566.6868792192413,4351.421719804808,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C1_L6_F6221_T20240127_154057_682.jpg,2546.525709268355,242.00000000000003,2606.525709268355,295.0,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C3_L3_F2706_T20240127_144925_385.jpg,2896.201123855281,583.597752289439,2932.201123855281,650.5977522894391,FalsePositive,"Brier Klossing b.klossing@ufl.edu, 20"
C3_L6_F6621_T20240127_154605_791.jpg,28.999999999999964,2705.618145638787,87.99999999999997,2762.6181456387867,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
C3_L6_F6621_T20240127_154605_791.jpg,60.03589330423256,2928.3001512393216,123.92024130745439,2992.1844992425436,Bird,"Brier Klossing b.klossing@ufl.edu, 20"
