image_path,xmin,ymin,xmax,ymax,label,annotator,flight_name
C2_L7_F4683_T20240106_142650_707.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Jan_5_6a
C1_L1_F1217_T20240106_132431_705.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Jan_5_6a
C2_L21_F8369_T20240106_121343_313.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Jan_5_6a
C1_L1_F532_T20240106_131544_190.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Jan_5_6a
C6_L9_F4630_T20240106_111801_282.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Jan_5_6a
C4_L19_F7679_T20240106_120350_032.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Jan_5_6a
C3_L1_F233_T20240106_131154_018.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Jan_5_6a
C7_L3_F703_T20240106_101011_443.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Jan_5_6a
C7_L3_F741_T20240106_101040_708.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Jan_5_6a
C5_L2_F2160_T20240106_134105_300.jpg,0.0,0.0,0.0,0.0,0,"Brier Klossing b.klossing@ufl.edu, 20",JPG_2024_Jan_5_6a
