xmin,ymin,xmax,ymax,label,image_path,annotator
2981.0,707.0,2999.0,739.0,FalsePositive,C2_L1_F741_T20241219_170735_502.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
6264.0,4741.999999999999,6279.0,4761.999999999999,FalsePositive,C6_L1_F1414_T20241219_171659_371.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
3887.0000000000005,1090.0,3917.0000000000005,1109.0000000000002,FalsePositive,C5_L1_F1318_T20241219_171537_141.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
1520.9999999999995,1927.3500991142907,1538.9999999999998,1947.3500991142907,FalsePositive,C5_L1_F1386_T20241219_171633_865.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
5726.0,3943.0,5750.0,3956.9999999999995,FalsePositive,C7_L1_F1315_T20241219_171534_918.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
3968.0,3789.0,3982.9999999999995,3812.0,FalsePositive,C6_L1_F382_T20241219_170236_424.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
2088.193883998696,1931.4030580006518,2108.193883998696,1972.4030580006518,FalsePositive,C3_L1_F735_T20241219_170730_593.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
5639.0,3901.9999999999995,5669.999999999999,3920.0,FalsePositive,C7_L1_F1317_T20241219_171536_502.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
269.99999999999994,123.0,288.0,148.0,FalsePositive,C7_L1_F1333_T20241219_171549_847.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
4936.0,1928.0,4962.0,1950.0,FalsePositive,C7_L1_F1333_T20241219_171549_847.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
6086.000000000001,536.0,6103.000000000001,560.0,FalsePositive,C4_L1_F1387_T20241219_171634_204.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
63.0,2731.0,87.0,2749.0000000000005,FalsePositive,C4_L1_F1325_T20241219_171542_481.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
682.0,2529.0000000000005,706.0,2550.0000000000005,FalsePositive,C7_L1_F1323_T20241219_171541_516.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
6171.931326037156,354.3015440885955,6211.931326037156,376.30154408859545,Aves,C6_L1_F3_T20241219_165719_082.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
6082.156324766285,475.6184021747454,6132.447930772677,523.1160300696711,Aves,C6_L1_F3_T20241219_165719_082.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
5682.617454826617,827.6596442194876,5731.046408758699,870.5006419286364,Aves,C6_L1_F3_T20241219_165719_082.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
563.0,3704.0,612.0,3732.9999999999995,FalsePositive,C3_L1_F804_T20241219_170828_155.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
4895.477548537136,1640.0466877051474,4922.477548537136,1691.0466877051474,Aves,C7_L1_F17_T20241219_165732_041.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
2148.099157108539,1180.9008428914601,2180.099157108539,1214.9008428914601,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
717.0000000000001,4717.0,751.0000000000001,4752.000000000001,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
2129.3994380723593,1290.30028096382,2158.3994380723593,1336.30028096382,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
4456.171515980736,3712.6605587170943,4497.454939115349,3754.6437008878866,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
3774.4282282538165,2192.5914450979217,3811.513337171348,2240.872058594333,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
2443.4297084093505,391.5627726462533,2498.00779323138,430.0473196361459,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
2232.8142785192094,1453.6662976636735,2286.6926443050593,1497.0488779068253,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
2030.9453365813179,1679.6138337677203,2086.9228594757074,1716.6989426852529,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
2082.7945171622455,1483.5525598301208,2142.9703542737143,1544.4281159777693,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
1887.5029341644458,741.8503814794623,1919.6900098287197,790.830714012053,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
1120.8118141587902,438.92477933225535,1169.792146691381,473.9107311412486,Aves,C5_L1_F5_T20241219_165721_004.jpg,"Brier Klossing b.klossing@ufl.edu, 20"
