image_path,xmin,ymin,xmax,ymax,label,annotator
C3_L1_F845_T20241219_170902_360.jpg,0.0,0.0,0.0,0.0,0," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,1511.0,626.0,1548.0,642.0,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,1511.0,626.0,1548.0,642.0,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,3717.0000000000005,4420.0,3738.0000000000005,4438.0,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,3717.0000000000005,4420.0,3738.0000000000005,4438.0,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,1878.0,2080.0,1907.0,2107.0,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,1878.0,2080.0,1907.0,2107.0,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,1119.0,3750.0,1164.0,3782.0,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,1119.0,3750.0,1164.0,3782.0,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,39.0,479.99999999999994,57.00000000000001,496.99999999999994,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,39.0,479.99999999999994,57.00000000000001,496.99999999999994,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,304.0,2839.0,324.0,2852.0,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,304.0,2839.0,324.0,2852.0,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,4879.0,1673.9999999999998,4916.0,1692.0,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,4879.0,1673.9999999999998,4916.0,1692.0,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,360.0,4783.000000000001,388.0,4796.000000000001,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,360.0,4783.000000000001,388.0,4796.000000000001,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,353.0,2864.0,382.0,2887.0,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,353.0,2864.0,382.0,2887.0,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,6363.0,1501.0,6378.0,1521.0000000000002,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,6363.0,1501.0,6378.0,1521.0000000000002,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,5693.0,527.0,5723.0,551.0,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,5693.0,527.0,5723.0,551.0,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,923.9999999999999,3547.0,962.9999999999999,3561.0,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,923.9999999999999,3547.0,962.9999999999999,3561.0,Bucephala clangula," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,6349.0,1501.0,6363.0,1521.0000000000002,FalsePositive," benweinstein2010@gmail.com, 2"
C7_L1_F1328_T20241219_171545_765.jpg,6349.0,1501.0,6363.0,1521.0000000000002,Bucephala clangula," benweinstein2010@gmail.com, 2"
